PROBEID,SYMBOL,GENENAME,LOGFC,AVEEXPR,T,P.VALUE,ADJ.P.VAL,B,CONDITION,TIME
226115_at,AHCTF1,AT-hook containing transcription factor 1,0.539924973,7.909666814,5.32530545,1.41E-06,0.000255055,5.136899267,0,11.63
204328_at,TMC6,transmembrane channel like 6,-0.383290678,9.31307864,-5.32518206,1.41E-06,0.000255055,5.13646148,1,33.02
227270_at,FAM200B,family with sequence similarity 200 member B,0.74748118,5.527256886,5.32325271,1.42E-06,0.000255055,5.129616629,0,26.97
202006_at,PTPN12,protein tyrosine phosphatase non-receptor type 12,0.615238722,7.316736403,5.320158432,1.44E-06,0.000256031,5.118640728,0,41.98
203983_at,TSNAX,translin associated factor X,0.619972018,8.247002078,5.315193558,1.46E-06,0.000259167,5.101034219,0,34.95
216550_x_at,ANKRD12,ankyrin repeat domain 12,0.475398136,5.865621411,5.313536635,1.47E-06,0.000259936,5.095159705,0,60.97
201858_s_at,SRGN,serglycin,0.408063489,11.62497582,5.309639551,1.49E-06,0.000261911,5.081345397,0,0
229558_at,KNOP1,lysine rich nucleolar protein 1,-0.390098946,5.28995615,-5.305602362,1.52E-06,0.000262831,5.067038231,1,1.02
1560033_at,MCCC2,methylcrotonyl-CoA carboxylase subunit 2,-0.469207117,3.841419006,-5.295073697,1.58E-06,0.000269884,5.02974447,1,15.93
200620_at,TMEM59,transmembrane protein 59,0.391052569,8.031124663,5.288979321,1.62E-06,0.000274389,5.00816954,0,34
226588_at,CWC22,CWC22 spliceosome associated protein homolog,0.531319139,5.610712987,5.286525936,1.63E-06,0.000276072,4.999486727,0,11.37
210156_s_at,PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase,0.481784043,6.427058232,5.275113724,1.70E-06,0.000283757,4.959116572,0,12.94
212078_s_at,KMT2A,lysine methyltransferase 2A,-0.428874682,7.695894197,-5.274196449,1.71E-06,0.000283856,4.955873118,1,36.93
210658_s_at,GGA2,"golgi associated, gamma adaptin ear containing, ARF binding protein 2",-0.370478646,6.871523136,-5.268429563,1.75E-06,0.000288021,4.935486245,1,17.02
1561207_at,LDLRAD4,low density lipoprotein receptor class A domain containing 4,-0.443559359,6.796272508,-5.267887394,1.75E-06,0.000288021,4.933570005,1,33.05
228613_at,RAB11FIP3,RAB11 family interacting protein 3,-0.583986783,7.611834338,-5.260743771,1.80E-06,0.000293195,4.908328258,1,36.01
201853_s_at,CDC25B,cell division cycle 25B,-0.411093169,9.164207431,-5.255219467,1.84E-06,0.000297565,4.888816832,1,32.03
214683_s_at,CLK1,CDC like kinase 1,0.52942278,7.892465462,5.253840298,1.85E-06,0.000298213,4.88394687,0,10.25
201603_at,PPP1R12A,protein phosphatase 1 regulatory subunit 12A,0.661835631,8.134491849,5.251906246,1.86E-06,0.000298386,4.877118356,0,12.78
203396_at,PSMA4,proteasome 20S subunit alpha 4,0.723189472,6.170981246,5.251287316,1.86E-06,0.000298386,4.874933305,0,31.04
202773_s_at,SFSWAP,splicing factor SWAP,-0.26993387,8.923528897,-5.249006133,1.88E-06,0.000298649,4.866880701,1,0.99
226128_at,BROX,BRO1 domain and CAAX motif containing,0.493361085,6.760529096,5.248364286,1.88E-06,0.000298649,4.864615205,0,49.93
229967_at,CMTM2,CKLF like MARVEL transmembrane domain containing 2,0.753845533,8.527781388,5.24719407,1.89E-06,0.000298649,4.860485008,0,135.55
216451_at,STK38,serine/threonine kinase 38,-0.309263109,8.712233421,-5.247103026,1.89E-06,0.000298649,4.860163688,1,31.04
228365_at,CPNE8,copine 8,0.549658481,3.153639924,5.240626664,1.94E-06,0.000304248,4.837312036,0,36.47
209492_x_at,ATP5ME,ATP synthase membrane subunit e,0.562815072,7.837125692,5.236100932,1.97E-06,0.000306783,4.821349254,0,27.4
228372_at,TMEM273,transmembrane protein 273,0.486184597,7.387782179,5.235651233,1.98E-06,0.000306783,4.819763389,0,33.64
236294_at,HUWE1,"HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1",-0.426360889,5.711142658,-5.234569215,1.99E-06,0.000306783,4.815947853,1,31.04
220485_s_at,SIRPG,signal regulatory protein gamma,-0.539645241,6.67572758,-5.233595871,1.99E-06,0.000306783,4.812515785,1,30.03
209014_at,MAGED1,MAGE family member D1,-0.407227683,6.526798175,-5.233448566,1.99E-06,0.000306783,4.811996397,1,30.03
208664_s_at,TTC3,tetratricopeptide repeat domain 3,-0.384353533,5.40687348,-5.232241054,2.00E-06,0.000306783,4.807739009,1,52.96
218333_at,DERL2,derlin 2,0.418740948,6.698544946,5.232127085,2.00E-06,0.000306783,4.807337202,0,61.86
230891_at,TUBE1,tubulin epsilon 1,-0.532987149,5.463048025,-5.230974496,2.01E-06,0.000306783,4.803273824,1,17.02
212113_at,ATXN7L3B,ataxin 7 like 3B,-0.271776029,8.418342776,-5.225508482,2.05E-06,0.000307846,4.784008238,1,0
222230_s_at,ACTR10,actin related protein 10,0.467307295,6.876297911,5.225099746,2.06E-06,0.000307846,4.782567899,0,42.25
203385_at,DGKA,diacylglycerol kinase alpha,-0.551756314,8.285380566,-5.22488056,2.06E-06,0.000307846,4.781795531,1,18.04
218940_at,VCPKMT,valosin containing protein lysine methyltransferase,0.682750589,5.490528981,5.224567223,2.06E-06,0.000307846,4.780691414,0,8.44
203024_s_at,C5orf15,chromosome 5 open reading frame 15,0.386882224,6.919178538,5.221585257,2.09E-06,0.000310461,4.770184963,0,8.41
225629_s_at,ZBTB4,zinc finger and BTB domain containing 4,-0.339074393,10.86953762,-5.219981598,2.10E-06,0.000311474,4.764535656,1,30.98
1558135_at,TAF11,TATA-box binding protein associated factor 11,-0.342362039,6.710968067,-5.218210177,2.11E-06,0.000312691,4.75829611,1,12.98
203415_at,PDCD6,programmed cell death 6,0.379256974,7.418571453,5.212110964,2.16E-06,0.000316695,4.736818611,0,8.02
202883_s_at,PPP2R1B,protein phosphatase 2 scaffold subunit Abeta,-0.406548406,6.921191405,-5.211904008,2.16E-06,0.000316695,4.736090008,1,32.98
201568_at,UQCRQ,ubiquinol-cytochrome c reductase complex III subunit VII,0.746118247,5.908477747,5.210023653,2.18E-06,0.000318074,4.729470583,0,26.02
210154_at,ME2,malic enzyme 2,0.286084547,7.216636281,5.205218699,2.22E-06,0.000322122,4.7125597,0,21.75
225703_at,FBRSL1,fibrosin like 1,-0.329960008,9.715583328,-5.204464039,2.22E-06,0.00032216,4.709904226,1,25.99
221989_at,RPL10,ribosomal protein L10,-0.311448382,5.980222545,-5.199540348,2.27E-06,0.00032642,4.69258241,1,23.98
203526_s_at,APC,APC regulator of WNT signaling pathway,0.447835091,5.320651503,5.198020891,2.28E-06,0.000326954,4.687238111,0,63.57
235412_at,ARHGEF7,Rho guanine nucleotide exchange factor 7,-0.349758118,8.286631859,-5.197672979,2.28E-06,0.000326954,4.686014504,1,20.96
229756_at,ID2-AS1,ID2 antisense RNA 1,0.452847433,1.886587524,5.190924041,2.34E-06,0.000331856,4.662284493,0,13.99
222304_x_at,OR7E47P,olfactory receptor family 7 subfamily E member 47 pseudogene,-0.340684929,4.116666432,-5.188793013,2.36E-06,0.000332354,4.654793964,1,34
203397_s_at,GALNT3,polypeptide N-acetylgalactosaminyltransferase 3,0.708324355,5.526965003,5.188095938,2.37E-06,0.000332354,4.652344006,0,19.45
224686_x_at,LRRC37A2,leucine rich repeat containing 37 member A2,-0.34382563,7.84261835,-5.187666432,2.37E-06,0.000332354,4.650834511,1,2
200882_s_at,PSMD4,"proteasome 26S subunit ubiquitin receptor, non-ATPase 4",0.219476232,9.675170864,5.185685878,2.39E-06,0.000333962,4.643874495,0,39.95
220330_s_at,SAMSN1,"SAM domain, SH3 domain and nuclear localization signals 1",0.905586791,4.853179736,5.18441026,2.40E-06,0.00033469,4.639392276,0,14.42
1558953_s_at,CEP164,centrosomal protein 164,-0.335581361,8.594620266,-5.173333867,2.50E-06,0.000344425,4.600489891,1,30.98
213019_at,RANBP6,RAN binding protein 6,0.645975168,6.258640798,5.169821863,2.53E-06,0.000347881,4.58816162,0,139.06
202146_at,IFRD1,interferon related developmental regulator 1,0.813073119,6.421987892,5.169308621,2.54E-06,0.000347881,4.586360239,0,44.88
209463_s_at,TAF12,TATA-box binding protein associated factor 12,0.292798736,7.549768174,5.167832781,2.55E-06,0.000348919,4.581180702,0,34.4
222158_s_at,DESI2,desumoylating isopeptidase 2,-0.345110947,6.951231875,-5.165248299,2.58E-06,0.000350526,4.572111676,1,21.98
220035_at,NUP210,nucleoporin 210,-0.469014684,7.497575833,-5.16391111,2.59E-06,0.000351395,4.567420112,1,36.01
232521_at,PCSK7,proprotein convertase subtilisin/kexin type 7,-0.413386558,9.152383344,-5.161111887,2.62E-06,0.000353312,4.557600456,1,16.06
214429_at,MTMR6,myotubularin related protein 6,0.604809978,5.817979603,5.15856559,2.64E-06,0.000355809,4.54866982,0,20.99
205410_s_at,ATP2B4,ATPase plasma membrane Ca2+ transporting 4,-0.475131727,7.248388696,-5.147426391,2.76E-06,0.000369571,4.509620985,1,13.04
218196_at,OSTM1,osteoclastogenesis associated transmembrane protein 1,0.625048264,7.148235906,5.147126755,2.76E-06,0.000369571,4.508571045,0,0.46
214696_at,MIR22HG,MIR22 host gene,0.520848629,5.59597387,5.142812921,2.81E-06,0.000373727,4.493457744,0,20.01
207117_at,ZNF117,zinc finger protein 117,0.846851652,5.342893261,5.138417282,2.85E-06,0.000378053,4.478062835,0,20.99
231801_at,NFATC2,nuclear factor of activated T cells 2,-0.491342913,6.053645778,-5.134701666,2.89E-06,0.000381462,4.465053513,1,25.99
1558103_a_at,HDGFL3,HDGF like 3,0.816196577,4.93848097,5.132953498,2.91E-06,0.000383023,4.45893398,0,30.98
219283_at,C1GALT1C1,C1GALT1 specific chaperone 1,0.588509581,5.593590138,5.132195889,2.92E-06,0.000383166,4.456282191,0,32.72
210907_s_at,PDCD10,programmed cell death 10,0.623993401,6.525492208,5.125232549,3.00E-06,0.000390419,4.431916083,0,21.98
211902_x_at,YME1L1,YME1 like 1 ATPase,-0.456734594,10.03592212,-5.121492033,3.04E-06,0.000394968,4.418832544,1,25
206688_s_at,CPSF4,cleavage and polyadenylation specific factor 4,-0.22893335,7.862578863,-5.120214958,3.05E-06,0.000395897,4.414366448,1,23.98
209042_s_at,UBE2G2,ubiquitin conjugating enzyme E2 G2,-0.354993006,6.256682267,-5.116273835,3.10E-06,0.000398585,4.40058655,1,27
46665_at,SEMA4C,semaphorin 4C,-0.442155077,6.83722773,-5.115639354,3.11E-06,0.000398585,4.398368509,1,27
222715_s_at,SYNRG,synergin gamma,-0.299867846,6.891504593,-5.115178152,3.11E-06,0.000398585,4.396756291,1,0
210214_s_at,BMPR2,bone morphogenetic protein receptor type 2,-0.299119926,6.15754188,-5.112258769,3.15E-06,0.000400507,4.386552341,1,19.05
229804_x_at,ZNG1B,Zn regulated GTPase metalloprotein activator 1B,0.67966257,2.595342282,5.112113394,3.15E-06,0.000400507,4.38604428,0,18.99
226485_at,VSIG10,V-set and immunoglobulin domain containing 10,0.875975681,5.694649505,5.110579745,3.17E-06,0.000400742,4.380684768,0,25
242812_at,HCG18,HLA complex group 18,-0.415765159,6.98248407,-5.109816943,3.18E-06,0.000400742,4.378019304,1,27
232909_s_at,BPTF,bromodomain PHD finger transcription factor,-0.291202128,6.774715042,-5.109276563,3.18E-06,0.000400742,4.376131141,1,13.93
227891_s_at,TAF15,TATA-box binding protein associated factor 15,-0.304337437,5.867382159,-5.107096554,3.21E-06,0.000403074,4.368514685,1,38.01
226035_at,USP31,ubiquitin specific peptidase 31,-0.486855093,3.855500731,-5.103625385,3.25E-06,0.000406429,4.356389816,1,18.99
232435_at,ALG13,ALG13 UDP-N-acetylglucosaminyltransferase subunit,-0.493969773,6.664214594,-5.101805817,3.27E-06,0.000406547,4.350035308,1,29.99
210744_s_at,IL5RA,interleukin 5 receptor subunit alpha,0.764692954,5.06360736,5.101734905,3.27E-06,0.000406547,4.349787678,0,18.23
1553538_s_at,COX1,cytochrome c oxidase subunit I,-0.308522202,11.83658774,-5.101669859,3.27E-06,0.000406547,4.349560533,1,34
219810_at,VCPIP1,valosin containing protein interacting protein 1,0.373822058,7.2857381,5.091182128,3.41E-06,0.000420864,4.312951678,0,19.88
201999_s_at,DYNLT1,dynein light chain Tctex-type 1,0.498678388,7.609464538,5.086153064,3.47E-06,0.000427391,4.295407502,0,20.4
212565_at,STK38L,serine/threonine kinase 38 like,0.565362791,5.119614441,5.085501642,3.48E-06,0.000427391,4.293135477,0,32.98
208783_s_at,CD46,CD46 molecule,0.540950923,9.778064522,5.085212355,3.48E-06,0.000427391,4.29212654,0,130.55
1553099_at,TIGD1,tigger transposable element derived 1,0.692227529,4.931451323,5.083688216,3.50E-06,0.000428845,4.286811225,0,13.01
1559399_s_at,ZCCHC10,zinc finger CCHC-type containing 10,0.677386322,4.71860659,5.080708735,3.54E-06,0.000432215,4.276422328,0,14.98
226259_at,EXOC6,exocyst complex component 6,0.464523706,6.008740965,5.07838769,3.57E-06,0.000434429,4.268330934,0,33.02
207098_s_at,MFN1,mitofusin 1,0.394633035,4.642981112,5.06949946,3.69E-06,0.000446046,4.237359158,0,12.39
32540_at,PPP3CC,protein phosphatase 3 catalytic subunit gamma,-0.460112048,7.928507846,-5.068283791,3.71E-06,0.000447061,4.233124726,1,18.04
1569652_at,MLLT3,MLLT3 super elongation complex subunit,-0.618649351,5.390040853,-5.065893487,3.74E-06,0.000448362,4.224799961,1,38.01
214482_at,ZBTB25,zinc finger and BTB domain containing 25,-0.43669578,6.514541312,-5.065246602,3.75E-06,0.000448362,4.222547306,1,27
210942_s_at,ST3GAL6,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6",0.756529037,5.969841508,5.064705084,3.76E-06,0.000448362,4.220661661,0,36.47
203556_at,ZHX2,zinc fingers and homeoboxes 2,-0.341166195,8.571615536,-5.064488518,3.76E-06,0.000448362,4.21990757,1,41.98
209840_s_at,LRRN3,leucine rich repeat neuronal 3,-0.660916494,4.554396919,-5.059196985,3.84E-06,0.000454257,4.201486192,1,17.02
238109_at,ZNF782,zinc finger protein 782,-0.334556611,7.043428862,-5.055754132,3.89E-06,0.000455068,4.189504717,1,21.98
201780_s_at,RNF13,ring finger protein 13,0.569480246,8.542427271,5.054507934,3.91E-06,0.000456185,4.185168625,0,20.99
222691_at,SLC35B3,solute carrier family 35 member B3,0.57458746,6.231268551,5.05328459,3.92E-06,0.000457268,4.180912461,0,12.52
209671_x_at,TRAC,T cell receptor alpha constant,-0.460328332,10.04897847,-5.048499387,3.99E-06,0.000463476,4.164268105,1,15.01
218109_s_at,MFSD1,major facilitator superfamily domain containing 1,0.391146581,8.578198411,5.046804184,4.02E-06,0.000465401,4.158373196,0,3.02
211755_s_at,ATP5PB,ATP synthase peripheral stalk-membrane subunit b,0.42983828,8.46815188,5.045022441,4.05E-06,0.000465463,4.152178203,0,15.01
214925_s_at,SPTAN1,"spectrin alpha, non-erythrocytic 1",-0.437967118,7.444351826,-5.044174088,4.06E-06,0.00046582,4.149228846,1,15.01
225251_at,RAB24,"RAB24, member RAS oncogene family",0.541704162,7.954654971,5.043659508,4.07E-06,0.00046582,4.147439971,0,20.96
205039_s_at,IKZF1,IKAROS family zinc finger 1,-0.294684864,9.517138856,-5.040471003,4.12E-06,0.000468504,4.136357148,1,32
221014_s_at,RAB33B,"RAB33B, member RAS oncogene family",0.737979558,5.219886337,5.040315719,4.12E-06,0.000468504,4.135817472,0,18.99
212646_at,RFTN1,"raftlin, lipid raft linker 1",-0.416956974,6.854283537,-5.040313361,4.12E-06,0.000468504,4.135809278,1,11.99
222208_s_at,POLR2J4,RNA polymerase II subunit J4 (pseudogene),-0.391332023,9.621776003,-5.037987965,4.15E-06,0.000470706,4.127728378,1,30.98
203080_s_at,BAZ2B,bromodomain adjacent to zinc finger domain 2B,0.687984024,6.917029343,5.03634881,4.18E-06,0.000472584,4.122033109,0,17.84
201221_s_at,SNRNP70,small nuclear ribonucleoprotein U1 subunit 70,-0.263206443,9.326866823,-5.034607231,4.21E-06,0.000474586,4.115982778,1,30.98
206074_s_at,HMGA1,high mobility group AT-hook 1,-0.369194445,6.818197314,-5.028529804,4.30E-06,0.000481044,4.09487609,1,1.02
232309_at,SIMC1P1,SIMC1 pseudogene 1,-0.3544763,6.071555693,-5.02800113,4.31E-06,0.000481044,4.093040509,1,1.02
215071_s_at,H2AC6,H2A clustered histone 6,0.567808497,9.510760712,5.026480851,4.34E-06,0.000482084,4.087762458,0,11.01
218237_s_at,SLC38A1,solute carrier family 38 member 1,-0.431539511,8.234537915,-5.025633016,4.35E-06,0.0004826,4.084819257,1,33.02
216153_x_at,RECK,reversion inducing cysteine rich protein with kazal motifs,-0.225842856,7.216299504,-5.023556413,4.38E-06,0.000485335,4.077611311,1,1.02
202479_s_at,TRIB2,tribbles pseudokinase 2,-0.460189928,7.595426235,-5.022817574,4.40E-06,0.00048566,4.075047072,1,0
227643_at,TPPP,tubulin polymerization promoting protein,-0.372642598,5.542921354,-5.020234939,4.44E-06,0.000489337,4.066084883,1,51.94
207237_at,KCNA3,potassium voltage-gated channel subfamily A member 3,-0.451712982,6.815273193,-5.019427698,4.45E-06,0.000489794,4.063284002,1,39.95
1554899_s_at,FCER1G,Fc epsilon receptor Ig,0.406295245,10.25213187,5.015905335,4.51E-06,0.000492287,4.051064595,0,0
232298_at,MBNL1-AS1,MBNL1 antisense RNA 1,-0.462037861,5.320004004,-5.015645659,4.51E-06,0.000492287,4.05016389,1,39.95
212368_at,ZNF292,zinc finger protein 292,0.604808973,6.737896353,5.011168363,4.59E-06,0.000495849,4.03463707,0,12.58
221230_s_at,ARID4B,AT-rich interaction domain 4B,0.594548131,8.631633283,5.009376747,4.62E-06,0.000497146,4.028425496,0,38.53
201863_at,FAM32A,family with sequence similarity 32 member A,0.257532021,7.043036683,5.00594105,4.68E-06,0.000502403,4.016516375,0,33.97
1555469_a_at,CLASP2,cytoplasmic linker associated protein 2,-0.357927747,6.289234291,-5.005463252,4.69E-06,0.000502403,4.014860454,1,12.16
205994_at,ELK4,ETS transcription factor ELK4,-0.372716768,7.123879012,-5.004462649,4.71E-06,0.000503262,4.011392834,1,21.35
227379_at,MBOAT1,membrane bound O-acyltransferase domain containing 1,0.437970356,7.491834063,5.002245622,4.75E-06,0.0005052,4.003710661,0,13.01
204982_at,GIT2,GIT ArfGAP 2,0.35331315,8.199709127,5.001811682,4.75E-06,0.0005052,4.002207191,0,2.96
228294_s_at,ZNF775,zinc finger protein 775,-0.341017956,6.08328201,-5.001257544,4.76E-06,0.000505232,4.000287343,1,24.51
212982_at,ZDHHC17,zinc finger DHHC-type palmitoyltransferase 17,0.577706822,7.274450897,4.998679745,4.81E-06,0.00050807,3.991357531,0,0.99
212234_at,ASXL1,ASXL transcriptional regulator 1,-0.290814679,6.429877252,-4.998084879,4.82E-06,0.000508185,3.989297108,1,25.07
212636_at,QKI,"QKI, KH domain containing RNA binding",0.63247575,7.918136018,4.996340956,4.85E-06,0.000510477,3.983257302,0,31.04
244313_at,CR1,complement C3b/C4b receptor 1 (Knops blood group),0.82215444,5.351164041,4.994027258,4.89E-06,0.000513869,3.975245496,0,1.02
228477_at,ARGLU1,arginine and glutamate rich 1,0.418800146,9.557632448,4.991359062,4.94E-06,0.000517292,3.966008025,0,8.02
202200_s_at,SRPK1,SRSF protein kinase 1,0.591669672,7.780834012,4.990904851,4.95E-06,0.000517292,3.964435719,0,12.42
239278_at,BCAS4,breast carcinoma amplified sequence 4,-0.487180162,4.358760622,-4.990650587,4.95E-06,0.000517292,3.963555577,1,27.4
200818_at,ATP5PO,ATP synthase peripheral stalk subunit OSCP,0.545579227,7.470817173,4.98874688,4.99E-06,0.000517912,3.956966437,0,3.48
57082_at,LDLRAP1,low density lipoprotein receptor adaptor protein 1,-0.567732796,7.862976396,-4.98569434,5.05E-06,0.000522777,3.946403084,1,0
232469_x_at,SSBP3-AS1,SSBP3 antisense RNA 1,-0.302661957,7.083971685,-4.984747655,5.06E-06,0.000522777,3.943127607,1,16.43
219317_at,POLI,DNA polymerase iota,0.75632441,4.028634754,4.980245106,5.15E-06,0.000528337,3.927552531,0,6.04
204891_s_at,LCK,"LCK proto-oncogene, Src family tyrosine kinase",-0.377439356,6.396484487,-4.978809638,5.18E-06,0.000530137,3.922588223,1,0.46
214298_x_at,SEPTIN6,septin 6,-0.4898966,8.425511929,-4.976099868,5.23E-06,0.000534467,3.913218567,1,0.92
214177_s_at,PBXIP1,PBX homeobox interacting protein 1,-0.318238336,10.35896922,-4.975188821,5.25E-06,0.000535248,3.910068886,1,14.49
216903_s_at,MICU1,mitochondrial calcium uptake 1,0.300081202,6.500430138,4.972336896,5.30E-06,0.000537951,3.900210712,0,24.51
224369_s_at,FBXO38,F-box protein 38,0.382875537,7.564474398,4.970840139,5.33E-06,0.000539812,3.895037841,0,17.84
203958_s_at,ZBTB40,zinc finger and BTB domain containing 40,-0.430618985,5.450310468,-4.966880008,5.41E-06,0.000545719,3.881354526,1,32.98
242621_at,ZSCAN25,zinc finger and SCAN domain containing 25,-0.329627899,5.821181041,-4.966370739,5.42E-06,0.000545719,3.879595189,1,0.2
216250_s_at,LPXN,leupaxin,-0.307151462,7.464740492,-4.965249817,5.44E-06,0.000546939,3.875723087,1,21.42
215967_s_at,LY9,lymphocyte antigen 9,-0.400084628,6.808302763,-4.964426523,5.46E-06,0.000546939,3.872879335,1,17.81
226898_s_at,SFPQ,splicing factor proline and glutamine rich,-0.260435292,7.028284669,-4.9638162,5.47E-06,0.000546939,3.870771334,1,17.84
218829_s_at,CHD7,chromodomain helicase DNA binding protein 7,0.405893756,7.478653361,4.963481538,5.48E-06,0.000546939,3.869615489,0,27
202441_at,ERLIN1,ER lipid raft associated 1,0.543128598,6.306205434,4.963227824,5.49E-06,0.000546939,3.868739241,0,19.32
203923_s_at,CYBB,cytochrome b-245 beta chain,0.397832144,9.020844696,4.961117201,5.53E-06,0.000550204,3.861450531,0,15.01
238448_at,MRPL19,mitochondrial ribosomal protein L19,-0.479404084,3.298141755,-4.959280357,5.57E-06,0.000552928,3.855108318,1,19.32
225950_at,SAMD8,sterile alpha motif domain containing 8,0.550593461,6.539294176,4.95667837,5.62E-06,0.000555225,3.846125901,0,47.4
204645_at,CCNT2,cyclin T2,0.535931295,5.060988965,4.956653729,5.62E-06,0.000555225,3.846040849,0,11.99
200064_at,HSP90AB1,heat shock protein 90 alpha family class B member 1,-0.312985496,10.15948447,-4.955271407,5.65E-06,0.000557042,3.841269689,1,18.82
